0.000000000000000000e+00,-1.082500984401540833e+01,-4.582500984401541189e+01,-3.359109956591055379e-04,-5.200033591099565911e+01,-5.331675966502302799e-06,-1.100000533167596650e+01,-2.582457468451920590e+00,-9.758245746845192059e+01
0.000000000000000000e+00,-1.082560827521557201e+01,-4.582560827521557201e+01,-9.505803248543998052e-06,-5.200000950580324854e+01,-2.468664526134034531e-06,-1.100000246866452613e+01,-2.582453955529089740e+00,-9.758245395552908974e+01
0.000000000000000000e+00,-1.082510275038898229e+01,-4.582510275038897873e+01,-2.981086392495058135e-04,-5.200029810863924951e+01,-6.477097223012151517e-07,-1.100000064770972230e+01,-2.582462067712853582e+00,-9.758246206771285358e+01
0.000000000000000000e+00,-1.082506033400988343e+01,-4.582506033400988343e+01,-3.073207636106189966e-04,-5.200030732076361062e+01,-7.649043851643000380e-07,-1.100000076490438516e+01,-2.582463210493386896e+00,-9.758246321049338690e+01
0.000000000000000000e+00,-1.082552445443309352e+01,-4.582552445443309352e+01,-2.427475984490001792e-05,-5.200002427475984490e+01,-1.143050557139702050e-05,-1.100001143050557140e+01,-2.582444471440680900e+00,-9.758244447144068090e+01
0.000000000000000000e+00,-1.082522847619703299e+01,-4.582522847619703299e+01,-2.162665336626901080e-04,-5.200021626653366269e+01,-4.965070230511514637e-06,-1.100000496507023051e+01,-2.582455627354335093e+00,-9.758245562735433509e+01
0.000000000000000000e+00,-1.082481093841323272e+01,-4.582481093841323627e+01,-4.590717696970614270e-04,-5.200045907176969706e+01,-6.468146782623307445e-07,-1.100000064681467826e+01,-2.582465542063658859e+00,-9.758246554206365886e+01
0.000000000000000000e+00,-1.082515926396989414e+01,-4.582515926396989414e+01,-2.756831313845964360e-04,-5.200027568313138460e+01,-2.837763675600513125e-06,-1.100000283776367560e+01,-2.582458669375796489e+00,-9.758245866937579649e+01
0.000000000000000000e+00,-1.082515334449642452e+01,-4.582515334449642808e+01,-2.606804420821617896e-04,-5.200026068044208216e+01,-9.735457915382994543e-07,-1.100000097354579154e+01,-2.582461324820727100e+00,-9.758246132482072710e+01
0.000000000000000000e+00,-1.082499195206573006e+01,-4.582499195206573006e+01,-3.499033485212521555e-04,-5.200034990334852125e+01,-4.877429718774806133e-06,-1.100000487742971877e+01,-2.582458271698030217e+00,-9.758245827169803022e+01
0.000000000000000000e+00,-1.082530335134975985e+01,-4.582530335134975985e+01,-1.667761325307992593e-04,-5.200016677613253080e+01,-7.986835372619793816e-06,-1.100000798683537262e+01,-2.582450825867454114e+00,-9.758245082586745411e+01
0.000000000000000000e+00,-1.082524768359903788e+01,-4.582524768359903788e+01,-1.931055882309351546e-04,-5.200019310558823094e+01,-5.676118957964604306e-06,-1.100000567611895796e+01,-2.582454556656841760e+00,-9.758245455665684176e+01
0.000000000000000000e+00,-1.082501064397711588e+01,-4.582501064397711588e+01,-3.462465732724240297e-04,-5.200034624657327242e+01,-3.526949315713068245e-06,-1.100000352694931571e+01,-2.582459633924983677e+00,-9.758245963392498368e+01
0.000000000000000000e+00,-1.082479627355846930e+01,-4.582479627355846930e+01,-4.683054512213402631e-04,-5.200046830545122134e+01,-2.286336730605853518e-06,-1.100000228633673061e+01,-2.582463520323727835e+00,-9.758246352032372783e+01
0.000000000000000000e+00,-1.082510019506960930e+01,-4.582510019506960930e+01,-2.811776909794616586e-04,-5.200028117769097946e+01,-6.120427563871544407e-06,-1.100000612042756387e+01,-2.582456039254509506e+00,-9.758245603925450951e+01
