2.097321625743167008e-16,6.249999999999995837e-02,9.374999999999997780e-01
8.071505627018565468e-17,6.250000000000008327e-02,9.374999999999997780e-01
1.372688540817157832e-16,6.250000000000002776e-02,9.374999999999997780e-01
2.634023637129308408e-17,6.250000000000002776e-02,9.374999999999998890e-01
4.012161281200479716e-17,6.250000000000001388e-02,9.374999999999998890e-01
3.897366387573862399e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.735478761286939671e-16,6.249999999999999306e-02,9.374999999999997780e-01
8.153112025455161992e-17,6.250000000000008327e-02,9.374999999999997780e-01
1.796927472872281560e-16,6.249999999999998612e-02,9.374999999999997780e-01
4.185075124253994454e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.104183019014552271e-16,6.250000000000005551e-02,9.374999999999997780e-01
3.144008388989174519e-17,6.250000000000002776e-02,9.374999999999998890e-01
4.340764461056525986e-18,6.250000000000016653e-02,9.374999999999997780e-01
5.104296524954788476e-17,6.250000000000077716e-02,9.374999999999991118e-01
1.073801797506212710e-16,6.250000000000005551e-02,9.374999999999997780e-01
9.627845716512992892e-17,6.250000000000006939e-02,9.374999999999997780e-01
5.541104915396815626e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.611169716990408240e-16,6.250000000000000000e-02,9.374999999999997780e-01
3.808062544788459732e-17,6.250000000000013878e-02,9.374999999999997780e-01
3.123057380548375462e-17,6.250000000000013878e-02,9.374999999999997780e-01
7.672285073104087372e-17,6.250000000000008327e-02,9.374999999999997780e-01
4.692595135783165977e-17,6.250000000000012490e-02,9.374999999999997780e-01
1.717026113956893602e-17,6.250000000000016653e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
6.410052115988254042e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.112447124075087693e-16,6.250000000000005551e-02,9.374999999999997780e-01
1.076251476618145721e-16,6.250000000000005551e-02,9.374999999999997780e-01
1.246972236585687943e-16,6.250000000000004163e-02,9.374999999999997780e-01
9.279765219395345206e-17,6.250000000000008327e-02,9.374999999999997780e-01
1.830409961565290599e-16,6.249999999999998612e-02,9.374999999999997780e-01
1.043272034562813082e-16,6.250000000000006939e-02,9.374999999999997780e-01
8.007282059079619659e-17,6.250000000000008327e-02,9.374999999999997780e-01
7.066754923509451513e-17,6.250000000000009714e-02,9.374999999999997780e-01
6.431967267549540828e-19,6.250000000000018041e-02,9.374999999999997780e-01
3.354673832984381909e-17,6.250000000000013878e-02,9.374999999999997780e-01
7.736765025394656953e-17,6.250000000000008327e-02,9.374999999999997780e-01
1.281184706587955072e-17,6.250000000000016653e-02,9.374999999999997780e-01
1.156240876397150287e-16,6.250000000000005551e-02,9.374999999999997780e-01
1.490866462850987736e-16,6.250000000000002776e-02,9.374999999999997780e-01
8.610145156121477923e-17,6.250000000000008327e-02,9.374999999999997780e-01
9.251193613349973462e-18,6.250000000000016653e-02,9.374999999999997780e-01
1.647530091254251324e-16,6.250000000000000000e-02,9.374999999999997780e-01
9.692221032453655216e-17,6.250000000000008327e-02,9.374999999999997780e-01
7.736765025394656953e-17,6.250000000000009714e-02,9.374999999999997780e-01
1.583463057783329885e-18,6.250000000000018041e-02,9.374999999999997780e-01
1.088010625403744991e-16,6.250000000000005551e-02,9.374999999999997780e-01
5.733223301888258288e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.191680846199974647e-16,6.250000000000004163e-02,9.374999999999997780e-01
