4.360680547233937595e-17,6.250000000000013878e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000018041e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000018041e-02,9.374999999999997780e-01
1.572004194494587259e-17,6.250000000000016653e-02,9.374999999999997780e-01
3.822590016126398073e-17,6.250000000000013878e-02,9.374999999999997780e-01
7.929700955904662114e-17,6.250000000000009714e-02,9.374999999999997780e-01
8.370150248507988907e-17,6.250000000000008327e-02,9.374999999999997780e-01
1.547353005078931391e-16,6.250000000000001388e-02,9.374999999999997780e-01
5.673211338144194265e-17,6.250000000000011102e-02,9.374999999999997780e-01
2.805545757679345039e-18,6.250000000000005551e-02,9.374999999999998890e-01
6.365172488353722917e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.753224778816087065e-16,6.249999999999998612e-02,9.374999999999997780e-01
8.398015103935844320e-17,6.250000000000008327e-02,9.374999999999997780e-01
2.966170701157606647e-17,6.250000000000013878e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
3.122195101038001051e-17,6.250000000000015266e-02,9.374999999999997780e-01
3.580673776017196422e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.139136250018395982e-16,6.250000000000005551e-02,9.374999999999997780e-01
6.404050947792026228e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.313609284008537715e-16,6.250000000000004163e-02,9.374999999999997780e-01
1.367115569731586749e-16,6.250000000000002776e-02,9.374999999999997780e-01
1.443570365571569307e-17,6.250000000000016653e-02,9.374999999999997780e-01
1.814540967357795319e-16,6.249999999999998612e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
1.060201089761575964e-16,6.250000000000005551e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000083267e-02,9.374999999999991118e-01
2.280374432637139629e-17,6.250000000000013878e-02,9.374999999999997780e-01
2.925798310565809145e-17,6.250000000000013878e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000083267e-02,9.374999999999991118e-01
6.564337832930802348e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.374710561616375458e-16,6.250000000000002776e-02,9.374999999999997780e-01
1.461370878019677464e-16,6.250000000000002776e-02,9.374999999999997780e-01
1.461370878019677464e-16,6.250000000000002776e-02,9.374999999999997780e-01
1.523359295259377807e-16,6.250000000000001388e-02,9.374999999999997780e-01
1.245693131612549587e-17,6.250000000000016653e-02,9.374999999999997780e-01
1.862079222720957197e-16,6.249999999999998612e-02,9.374999999999997780e-01
2.996176683029638659e-17,6.250000000000013878e-02,9.374999999999997780e-01
2.009443650366150482e-16,6.249999999999996531e-02,9.374999999999997780e-01
2.292518740015402417e-17,6.250000000000002776e-02,9.374999999999998890e-01
4.467459995733147923e-17,6.250000000000013878e-02,9.374999999999997780e-01
6.923361557233718195e-17,6.250000000000011102e-02,9.374999999999997780e-01
2.082193021830356997e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.426886288218017328e-16,6.250000000000002776e-02,9.374999999999997780e-01
1.540905009849874433e-16,6.250000000000001388e-02,9.374999999999997780e-01
1.848553371036709185e-16,6.249999999999998612e-02,9.374999999999997780e-01
7.970723116965664727e-17,6.250000000000008327e-02,9.374999999999997780e-01
3.477494288543028288e-17,6.250000000000079103e-02,9.374999999999991118e-01
4.685677279470834588e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.272057241467086149e-16,6.250000000000004163e-02,9.374999999999997780e-01
1.451974026913360895e-16,6.250000000000002776e-02,9.374999999999997780e-01
1.242264754874403016e-16,6.250000000000004163e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
